Scoota Mart Category,New Product Category,Checked,Remove,Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
Living Aids,,Yes,,P-533104,Dual wheel powerpack Roma Medical,D-09/12/2013 08:34:39,,Roma,Powerstroll Roma,Dual Wheel Powerpack from Roma Medical - Attendant Assist - Take the strain out of pushing !,"roma dual wheel powerpack,dual wheel powerstroll,powerstroll,powerpack,roma powerpack",N,299,700.74,14,0,0,0,Exact,297.74,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,Buy Today Make Life Easier Tomorrow,Normal,,,,,,,,,,,,,,,Y,Y,Makes Pushing a Wheelchair Really Easy !!,N,,N,312406,N,N,
Living Aids,,Yes,,P-532943,Scooter Basket and Liner Cover,D-09/12/2013 08:34:09,,SBLU51,,Scooter Basket and Liner Cover,,N,0,23.04,0,0,0,0,Exact,12.02,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314882,N,N,
Living Aids,,Yes,,P-533885,Scooter Cape,D-09/12/2013 08:36:16,,SCD,,Scooter Cape,,N,0,80.19,0,0,0,0,Exact,50.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,315002,N,N,
Living Aids,,Yes,,P-532594,Scooter Control Panel Cover,D-09/12/2013 08:33:06,,SCPCU28,,Scooter Control Panel Cover,,N,0,20.04,0,0,0,0,%,11.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314871,N,N,
Living Aids,,Yes,,P-532590,Scooter Coat Lined,D-09/12/2013 08:33:05,,SCTLD,,Scooter Coat Lined,,N,0,55.13,0,0,0,0,Exact,47.1,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,315003,N,N,
Living Aids,,Yes,,P-533479,Bed Sitter Support,D-09/12/2013 08:35:37,,Simplantex,BSSU/BSSCU,Bed Sitter Support - This product is an armchair shaped support which helps to maintain an upright posture,"Bed sitter support, bed sitting support, comfortable support, armchair support, comfortable armchair support",N,35,55.13,5,0,0,48,Exact,48.08,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312884=>312885,N,N,
Living Aids,,Yes,,P-532798,Bed Wedge,D-09/12/2013 08:33:35,,Simplantex,BWU,Bed Wedge - This versatile wedge can be used vertically to prop yourself up in bed,,N,22,69.68,4,0,0,0,Exact,35.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312984,N,N,
Living Aids,,Yes,,P-533444,Coccyx Wedge (Memory Foam),D-09/12/2013 08:35:35,,Simplantex,MCWU,Coccyx Wedge (Memory Foam) - the wedge encourages good posture,"Coccyx Wedge, coccyx wedge cushion, coccyx cushion, wedge cushion",N,13,30.08,2,0,0,0,Exact,23.04,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312860,N,N,
Living Aids,,Yes,,P-532586,Crutch/Walking Stick bag -,D-09/12/2013 08:33:05,,Simplantex,CWSBU28,Crutch/Walking Stick bag - Strong and spacious bag for a wheelchair or scooter.,"Larger bag, Crutch bag, walking stick bag, bag, wheelchair bag,crutch/walking stick bag,",N,22,46.11,2,0,0,0,Exact,24.05,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312697,N,N,
Living Aids,,Yes,,P-533425,Deluxe Bed Wedge,D-09/12/2013 08:35:33,,Simplantex,BWU,Deluxe Bed Wedge - This luxurious bed wedge contours to the body offering comfort and support whichever way it is positioned,"Deluxe bed wedge, luxurious bed wedge, neck and spine bed wedge, bed wedge",N,22,75.18,5,0,0,46,Exact,60.15,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313107=>313106,N,N,
Living Aids,,Yes,,P-533486,Deluxe wheelchair fleece (pure wool),D-09/12/2013 08:35:37,,Simplantex,WCF,Deluxe wheelchair fleece (pure wool) - with warmth and comfort for the base and back of the wheelchair,"deluxe wheelchair fleece, wheelchair fleece, pure wool fleece,
comfortable wheelchair fleece, warm wheelchair fleece",N,11,29.07,3,0,0,0,Exact,25.06,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312921,N,N,
Living Aids,,Yes,,P-533500,Deluxe Wheely Cosy,D-09/12/2013 08:35:38,,Simplantex,WCD,"Deluxe Wheely Cosy -offering dryness, warmth and quality","Deluxe Wheely cosy, extremely warm cosy, thermal wheely cosy, wheely cosy, durable wheely cosy",N,35,65.16,5,0,0,48,Exact,55.13,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312828,N,N,
Living Aids,,Yes,,P-533437,Dora Slippers,D-09/12/2013 08:35:34,,Simplantex,DSN/DSW,"Dora Slippers - ladies pump style slipper, available in an attractive floral pattern.","Dora Slippers, Slippers, wide fitting slippers,",N,11,25.06,2,0,0,0,Exact,21.05,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312844,N,N,
Living Aids,,Yes,,P-533490,Fleece Cushion,D-09/12/2013 08:35:37,,Simplantex,SCF27,Fleece Cushion - Keeps you warm in winter,"fleece cushion, standard fleece cushion, warm cushion, cushion, cream fleece cushion",N,15.95,35.08,2,0,0,0,Exact,35.07,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312913,N,N,
Living Aids,,Yes,,P-532929,Fleece cushion cover,D-09/12/2013 08:34:05,,Simplantex,FCC2,Fleece cushion cover - Additional cream fleece covers are available to fit all our cushions,"fleece cushion cover, cream fleece cover, 5cm fleece cushion 7.5cm fleece cushion, 10cm fleece cushion",N,5.5,20.05,2,0,0,0,Exact,15.02,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313090,N,N,
Living Aids,,Yes,,P-533456,Hip Pad (pure wool),D-09/12/2013 08:35:36,,Simplantex,HP,Hip Pad (pure wool) - Pure wool is renowned for its ability to provide warmth and comfort in the cold whilst keeping you cool when hot.,"hip pad, hip pad pure wool, warm hip pad, comfortable hip pad,
chair hip pad",N,9.5,28.07,2,0,0,0,Exact,20.05,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312903,N,N,
Living Aids,,Yes,,P-533439,Julian Slippers,D-09/12/2013 08:35:34,,Simplantex,JSN,"Julian Slippers - Men pump style slipper, with a navy checked pattern.","Julian slippers, men slippers, slippers",N,12,28.07,3,0,0,0,Exact,25.05,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312846,N,N,
Living Aids,,Yes,,P-532599,Mattress Topper Single or Double,D-09/12/2013 08:33:07,,Simplantex,MTS/MTD,"Mattress Topper -  This mattress topper offers additional support, it fits over the top of your mattress","Mattress Topper Single or Double, Mattress Topper Single, Mattress topper Double,",N,31.95,55.13,10,0,0,0,Exact,45.11,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312896,N,N,
Living Aids,,Yes,,P-532578,Mattress Toppers (memory foam) single or Double,D-09/12/2013 08:33:04,,Simplantex,MMTS,Mattress Toppers (memory foam) single or Double.  If your mattress is in goood condition but no longer gives you the comfort and support that you need why not add a touch of luxury.,"Mattress toppers (memory foam), memory foam mattress topper, mattress topper, simplantex mattress topper",N,54.95,85.21,10,0,0,0,Exact,74.19,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312996=>312997,N,N,
Living Aids,,Yes,,P-532523,Memory Cushion,D-09/12/2013 08:32:59,,Simplantex,MCU28,Memory Cushion - Moulds to contours of your body,"Memory cushion, support cushion, easy cleaning cushion, velvet removable cover",N,28.95,90.18,0.5,0,0,0,Exact,45.06,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,NOW HALF PRICE,Normal,,,,,,,,,,,,,,,Y,Y,*** HALF PRICE *** For Maximum Comfort when using a wheelchair Get this Memory Foam Cushion at this Brilliant Low Price,N,,N,312807,N,N,
Living Aids,,Yes,,P-532495,Metal rear scooter basket,D-09/12/2013 08:32:55,,Simplantex,MRSB,Metal rear scooter basket - A collapsible metal basket ideal for storing excess shopping,"scooter basket, rear basket, metal rear basket, metal basket, scooter shopping basket",N,25.95,40.1,2,0,0,0,Exact,35.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312726,N,N,
Living Aids,,Yes,,P-532496,Metal rear scooter basket bag,D-09/12/2013 08:32:55,,Simplantex,MRSBB,Metal rear scooter basket bag - hard wearing and durable basket bag,"rear scooter bag, basket bag, metal basket bag, scooter bag, metal scooter bag",N,16.95,27.06,2,0,0,0,Exact,23.05,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312727,N,N,
Living Aids,,Yes,,P-532497,Metal rear scooter basket bag duo,D-09/12/2013 08:32:55,,Simplantex,MRSBBD,Metal rear scooter basket bag duo - Purchase the basket and bag together,"Metal rear scooter basket bag duo, basket bag duo, rear scooter basket bag duo, metal basket bag, duo bag",N,35.95,58.15,2,0,0,46,Exact,49.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312728,N,N,
Living Aids,,Yes,,P-533537,Metal side extension bar,D-09/12/2013 08:35:41,,Simplantex,MSEB,Metal side extension bar - if you would like to position it to the side for easier access to your walking sticks or crutches,"metal side extension bar, side extension bar, metal side bar, scooter metal side extension bar, extension bar for scooters",N,9.95,25.06,6,0,0,0,Exact,15.03,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313015,N,N,
Living Aids,,Yes,,P-532507,Mobility poncho (3 in 1),D-09/12/2013 08:32:57,,Simplantex,MP31U51,Mobility poncho (3 in 1) - Quick and easy to put on our new three in one version,"Mobility poncho, 3in1 poncho, rain protection poncho, wheelchair poncho, scooter poncho",N,27,50.13,4,0,0,0,Exact,42.11,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312932=>312933,N,N,
Living Aids,,Yes,,P-533510,Mobility Poncho (unlined),D-09/12/2013 08:35:39,,Simplantex,MPU51,Mobility Poncho (unlined) -  Quick and easy to put on and fully waterproof for rain protection,"Mobility poncho unlined, unlined poncho, waterproof poncho, rain poncho",N,16,30.08,4,0,0,0,Exact,26.07,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312929,N,N,
Living Aids,,Yes,,P-533512,Mobility poncho sleeved,D-09/12/2013 08:35:40,,Simplantex,MPSU51,Mobility poncho sleeved - the unlined poncho offers rain protection for wheelchair and scooter users.,"Mobility poncho sleeved, poncho sleeved, rain protection poncho, unlined poncho",N,19,40.1,4,0,0,32,Exact,32.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312934=>312935,N,N,
Living Aids,,Yes,,P-533513,Mobility poncho sleeved (3in1),D-09/12/2013 08:35:40,,Simplantex,MPS31U51,"Mobility poncho sleeved (3in1) - Quick and easy to put on this 3 in 1 poncho can be worn unlined for rain protection,","Mobility poncho sleeved, 3in1 mobility poncho, sleeved poncho, rain protection poncho, warming poncho",N,32,58.15,4,0,0,48,Exact,48.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312943=>312944,N,N,
Living Aids,,Yes,,P-533015,Multipurpose Mobility Bag,D-09/12/2013 08:34:21,,Simplantex,MBU28,"Multipurpose Mobility Bag - A Strong, stylish and multipurpose bag, which secures around the seat of the scooter or wheelchair","scooter bag, Wheelchair bag, powerchair bag, mobility bag, strong bag, shopping bag for wheelchair",N,23.45,45.11,2,0,0,0,Exact,35.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312707,N,N,
Living Aids,,Yes,,P-533472,Neck Cushion (memory foam),D-09/12/2013 08:35:37,,Simplantex,MNCU,Neck Cushion (memory foam) - perfectly matches the natural contours of your head and neck,"Neck cushion, neck cushion memory foam, cushion for your neck, head and neck cushion",N,10,27.06,1,0,0,0,Exact,24.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312865,N,N,
Living Aids,,Yes,,P-533530,Neck Cushion (synthetic fleece),D-09/12/2013 08:35:41,,Simplantex,NCU,Neck Cushion (synthetic fleece) - Extremely comfortable to wear and fully washable,"neck cushion, synthetic fleece neck cushion, comfortable neck cushion, fleece neck cushion, fleece cushion",N,7.5,25.06,3,0,0,0,Exact,22.06,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312976,N,N,
Living Aids,,Yes,,P-533403,Net Bag,D-09/12/2013 08:35:30,,Simplantex,NBU28,Net Bag - a mesh bag for carrying shopping,,N,9.45,22.06,2,0,0,0,Exact,14.04,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312725,N,N,
Living Aids,,Yes,,P-533438,Norma Slippers,D-09/12/2013 08:35:34,,Simplantex,NBN/NBW,"Norma Slippers - ladies bootee style slipper, available in an attractive floral pattern.","Norma slippers, slippers, floral slippers",N,16.45,35.08,2,0,0,0,Exact,26.07,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312845,N,N,
Living Aids,,Yes,,P-532634,Posturetex Plus Cushion,D-09/12/2013 08:33:12,,Simplantex,PPCU28,Posturetex Plus Cushion,"Posturetex plus cushion, 4"" cushion, Foam Cushion, deluxe 4"" cushion",N,21.95,42.11,0.5,0,0,0,Exact,35.08,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312806,N,N,
Living Aids,,Yes,,P-533484,Power Cape_old,D-09/12/2013 08:35:37,,Simplantex,PCDU51,Power Cape - features a clear panel so that you can view the controls,"Power cape, scooter cape, simplantex scooter cape, cape",N,28.45,55.13,4,0,0,0,Exact,45.11,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312824,N,N,
Living Aids,,Yes,,P-533543,PU Cushion cover,D-09/12/2013 08:35:42,,Simplantex,PUCC,"PU Cushion cover - Additional black, wipe clean covers are available to fit all our cushions","PU cushion cover, black clean cover, 5cm cushion cover, 7.5cm cushion cover, 10cm cushion cover",N,10.45,20.05,3,0,0,16,Exact,16.54,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313068,N,N,
Living Aids,,Yes,,P-533324,Pushing Gloves,D-09/12/2013 08:35:24,,Simplantex,PGO,Pushing Gloves - open finger glove to propel your wheelchair,"Crocheted back wheelchair gloves, pushing gloves, leather gloves, wheelchair gloves, self propelled wheelchair gloves",N,15.45,27.06,2,0,0,0,Exact,23.05,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312761,N,N,
Living Aids,,Yes,,P-533412,Reflective waistcoat_old,D-09/12/2013 08:35:31,,Simplantex,RW,Reflective waistcoat - High visibility reflective waistcoat,"high visibility, reflective coat, reflective waistcoat, scooter coat, yellow visibilty jacket",N,13.45,25.06,1,0,0,0,Exact,20.05,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312754,N,N,
Living Aids,,Yes,,P-533411,Safety Strap,D-09/12/2013 08:35:31,,Simplantex,LBOU28,Safety Strap - stay secure with a strong buckle,"Safety Strap, strong buckle, velcro strap, buckle strap, waist scrap",N,11.45,20.05,2,0,0,0,Exact,13.02,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312757,N,N,
Living Aids,,Yes,,P-533405,Scooter basket liner and cover,D-09/12/2013 08:35:31,,Simplantex,SBLU51,Scooter basket liner and cover - keep your shopping dry and secure,"Sheerlines Scooter liner, basket liner, shopping basket, basket cover, shopping cover",N,12.95,25.06,2,0,0,20,Exact,20.05,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312716,N,N,
Living Aids,,Yes,,P-533406,Security Bag,D-09/12/2013 08:35:31,,simplantex,LSPU28,Security Bag - Smart Leatherette bag,"Security bag, smart bag, wheelchair bag, scooter bag, secure bag",N,15.95,30.08,2,0,0,0,Exact,25.06,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312717,N,N,
Living Aids,,Yes,,P-533477,Stay tray with bean bag,D-09/12/2013 08:35:37,,Simplantex,STBB,Stay tray with bean bag - For use whilst on the bed or chair,"Stay tray with bean bag, stay tray, dycem non slip tray, detachable bean bag tray",N,23.95,42.11,3,0,0,0,Exact,36.09,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312869,N,N,
Living Aids,,Yes,,P-533428,Swivel Seat,D-09/12/2013 08:35:33,,Simplantex,RSS,Swivel Seat - Designed to assist with getting  in and out of the car.,"Swivel seat, car seat, fleece swivel seat, washable seat, car swivel seat",N,19.95,38.1,4,0,0,0,Exact,32.08,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,313105,N,N,
Living Aids,,Yes,,P-532797,V Shaped Pillow,D-09/12/2013 08:33:35,,Simplantex,VSPU,V Shaped Pillow -This orthopaedic pillow is filled with a soft fibre providing comfort and support,"V shaped pillow, orhtopaedic pillow, chair pillow, shaped pillow, v shaped orthopaedic",N,17.95,38.1,3,0,0,0,Exact,30.08,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312980=>312982=>312981,N,N,
Living Aids,,Yes,,P-532786,V Shaped Pillow replacement Cover,D-09/12/2013 08:33:33,,Simplantex,VSPCU,V shaped Pillow replacement Cover,"V shaped pillow replacement cover, replacement cover for V shaped pillow, pillow cover, v shaped pillow cover",N,10.95,25.06,1,0,0,0,Exact,18.04,Y,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312981=>312980,N,N,
Living Aids,,Yes,,P-533266,Screw In Tax Disc Holder,D-09/12/2013 08:35:19,,SITDH,,Screw In Tax Disc Holder,,N,0,4.14,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314890,N,N,
Living Aids,,Yes,,P-533883,Scooter Leg Cape,D-09/12/2013 08:36:16,,SLCU51,,Scooter Leg Cape,,N,0,46.11,0,0,0,0,%,30.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,315000,N,N,
Living Aids,,Yes,,P-532595,Scooter Seat Cover,D-09/12/2013 08:33:07,,SSC,,Scooter Seat Cover,,N,0,25.05,0,0,0,0,%,11.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314872,N,N,
Living Aids,,Yes,,P-532593,Scooter Shelter,D-09/12/2013 08:33:06,,"SSFPU28 = Green, SSFPU55 = Black",,Scooter Shelter,,N,0,250.62,0,0,0,0,Exact,180.44,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314870,N,N,
Living Aids,,Yes,,P-533881,Scooter Starter Pack,D-09/12/2013 08:36:16,,ssp,,Scooter Starter Pack,,N,0,130.32,0,0,0,0,%,69.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314898,N,N,
Living Aids,,Yes,,P-533880,Simplantex Scooter Shopper,D-09/12/2013 08:36:16,,SSSU,,Simplantex Scooter Shopper,,N,0,120.3,0,0,0,0,Exact,94.23,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314896,N,N,
Living Aids,,Yes,,P-533884,Scooter Cosy,D-09/12/2013 08:36:16,,SYD,,Scooter Cosy,,N,0,80.19,0,0,0,0,Exact,50.12,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,315001,N,N,
Living Aids,,Yes,,P-532592,Scooter Storage Cover,D-09/12/2013 08:33:06,,VSC51,,Scooter Storage Cover,,N,0,60.14,0,0,0,0,%,30.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314869,N,N,
Living Aids,,Yes,,P-532591,Deluxe Scooter Storage Cover,D-09/12/2013 08:33:06,,VSCD,,Deluxe Scooter Storage Cover,,N,30,60.15,0,0,0,0,Exact,42.1,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314866,N,N,
Living Aids,,Yes,,P-533312,Mini Deluxe Scooter Storage Cover,D-09/12/2013 08:35:24,,VSCDXS51,,Mini Deluxe Scooter Storage Cover,,N,0,46.11,0,0,0,0,%,36.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314868,N,N,
Living Aids,,Yes,,P-533235,No Rinse Body Wash,D-09/12/2013 08:35:14,,Waterless Limited,No Rinse Body Wash,No Rinse Body Wash gives an effective and safe personal hygiene wash without water or a need to rinse!,"no rinse dry body wash,no rinse body wash,wash without water,body wash,bathroom accessories,shampoo accessories",N,2.08,6.01,0,0,0,2,Exact,2.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314580,N,N,
Living Aids,,Yes,,P-533263,Fleece Seat Pad,D-09/12/2013 08:35:18,,WCSF,,Fleece Seat Pad,,N,0,15.19,0,0,0,0,%,0,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314886,N,N,
Living Aids,,Yes,,P-532962,Folding Ergonomic Handle walking stick,D-09/12/2013 08:34:11,,Z-Tec,ZT-0610L/ZT-0610R,Folding Ergonomic Handle  - Height adjustable walking stick that folds for convenience with an ergonomic handle.Available in left or right.,"folding ergonomic handle walking stick,walking stick, ergonomic handle walking stick,walking aids",N,11.5,20.04,0.4,0,0,0,Exact,11.01,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312025=>312026,N,N,
Living Aids,,Yes,,P-533007,Mini Pedal Exerciser,D-09/12/2013 08:34:20,,Z-tec,ZT-0600,Mini Pedal Exerciser,,N,16.58,33.07,0.1,0,0,0,%,18.99,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,312024,N,N,
Living Aids,,Yes,,P-532716,Invacare Orca Bathlift Transport Bag,D-09/12/2013 08:33:23,,,14586AQT,Invacare Orca Transport Bag - A great way to transport your Orca reclining Bathlift,"Arca bathlift transport bag,transport bag,bathlift transport bag,Orca bathlift,DMS Arca bathlift",N,18.75,30.07,0,0,0,0,Exact,25.06,N,N,0,N,0,D-00/00/0000,0,,Y,N,,N,N,N,Y,N,,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,314237,N,N,
